taxon_oid	NCBI Domain	Sequencing Status	Study Name	Genome Name / Sample Name	Sequencing Center	IMG Genome ID	GOLD Analysis Project Type	IMG Submission ID	GOLD Analysis Project ID	GOLD Sequencing Project ID	GOLD Study ID	Ecosystem	Ecosystem Category	Ecosystem Subtype	Ecosystem Type	Specific Ecosystem	Depth In Meters	Genome Size  * assembled	Gene Count  * assembled	Predicted Viruses
2728369415	Bacteria	Permanent Draft	Deep subsurface and oceanic microbial communities from Witwatersrand Basin, South Africa, and the Canadian and Fennoscandian shields and at the Lost City Hydrothermal Field	Desulfarculaceae bacterium JdFR-97	DOE Joint Genome Institute  (JGI)	2728369415	Metagenome-Assembled Genome	124278	Ga0180899	Gp0057564	Gs0090290							4102562	3894	1
2739367808	Bacteria	Permanent Draft	Comprehensive metagenome and single cell genome sequencing from the open ocean community of North Pacfic Subtropical Gyre, Station ALOHA	Deltaproteobacteria bacterium SAR324 JGI 01_L9 (contamination screened)	DOE Joint Genome Institute  (JGI)	2739367808	Single Cell Analysis (screened)	139600	Ga0190777	Gp0216117	Gs0128773	Environmental	Aquatic	Oceanic	Marine	Unclassified	500.000000	487603	481	1
2903847283	Bacteria	Permanent Draft	Microbacterium sp. ZXX196 genome sequencing	Microbacterium sp. ZXX196	Ocean University of China	2903847283	Genome Analysis (Isolate)	243476	Ga0446327	Gp0493478	Gs0147598	Environmental	Aquatic	Unclassified	Marine	Unclassified	7347.000000	2669919	2838	1
2772191012	Bacteria	Permanent Draft	Hydrothermal Fe-rich Mat Reference Genomes	Unclassified Zetaproteobacteria bacterium S6_FULL_No.12_2.2_58	University of Delaware	2772191012	Metagenome-Assembled Genome	182845	Ga0262977	Gp0295815	Gs0133538							2089323	2346	1
2706794986	Bacteria	Permanent Draft	Metabolic diversity of uncharacterised clades of marine subsurface Dehalococcoidia	Dehalococcoidia bacterium SCGC AG-205-K02 (contamination screened)	DOE Joint Genome Institute  (JGI)	2706794986	Single Cell Analysis (screened)	102230	Ga0153890	Gp0177199	Gs0121705	Environmental	Aquatic	Oceanic	Marine	Sediment	3280.000000	1572646	1723	1
2888151755	Bacteria	Finished	Shewanella sp. Arc9-LZ genome sequencing	Shewanella sp. Arc9-LZ	the First Institute of Oceanography, MNR	2888151755	Genome Analysis (Isolate)	238715	Ga0439799	Gp0492528	Gs0146979	Environmental	Aquatic	Oceanic	Marine	Sediment	2166.000000	4911031	4322	1
2840662270	Bacteria	Finished	Thalassospira indica PB8B genome sequencing	Thalassospira indica PB8B	The Third Institute of Oceanography, Key Laboratory of Marine Biogenetic Resources	2840662270	Genome Analysis (Isolate)	221777	Ga0335613	Gp0359078	Gs0136503	Environmental	Aquatic	Unclassified	Marine	Unclassified	1800.000000	4701725	4447	1
2740892147	Bacteria	Permanent Draft	Genome sequencing of high-molecular-weight (HMW) dissolved organic matter (DOM) degraders	Oleiphilus sp. HI0050	Massachusetts Institute of Technology	2740892147	Genome Analysis (Isolate)	142243	Ga0131035	Gp0148296	Gs0120429	Environmental	Aquatic	Unclassified	Marine	Unclassified	250.000000	4223577	4667	1
2739367726	Bacteria	Permanent Draft	Comprehensive metagenome and single cell genome sequencing from the open ocean community of North Pacfic Subtropical Gyre, Station ALOHA	Pelagibacter bacterium JGI 01_I19_4000m (contamination screened)	DOE Joint Genome Institute  (JGI)	2739367726	Single Cell Analysis (screened)	139349	Ga0191303	Gp0216003	Gs0128773	Environmental	Aquatic	Oceanic	Marine	Unclassified	4000.000000	396257	470	1
2693429981	Bacteria	Permanent Draft	Single-cell microbial genomes from expanding oxygen minimum zones (OMZs) of the northeastern subarctic Pacific Ocean (NESAP)	Verrucomicrobia bacterium SCGC AC-337_J20 - v2 (contamination screened)	DOE Joint Genome Institute  (JGI)	2693429981	Single Cell Analysis (screened)	94706	Ga0101386	Gp0124940	Gs0019084	Environmental	Aquatic	Unclassified	Marine	Unclassified	3000.000000	403351	346	1
2651870240	Bacteria	Draft	Water column microbial communities from Red Sea, Saudi Arabia	Nocardioides sp. REDSEA-S39_B2	King Abdulaziz City for Science and Technology (KACST)	2651870240	Metagenome-Assembled Genome	79975	Ga0114077	Gp0131586	Gs0116308							3912674	3796	1
2739368006	Bacteria	Permanent Draft	Comprehensive metagenome and single cell genome sequencing from the open ocean community of North Pacfic Subtropical Gyre, Station ALOHA	Deltaproteobacteria bacterium SAR324 JGI 01_L7_1000m (contamination screened)	DOE Joint Genome Institute  (JGI)	2739368006	Single Cell Analysis (screened)	140041	Ga0191451	Gp0216086	Gs0128773	Environmental	Aquatic	Oceanic	Marine	Unclassified	1000.000000	201329	217	1
2663763553	Bacteria	Permanent Draft	Single-cell microbial genomes from expanding oxygen minimum zones (OMZs) of the northeastern subarctic Pacific Ocean (NESAP)	Deltaproteobacteria bacterium SCGC AC-312_J15v2 (unscreened)	DOE Joint Genome Institute  (JGI)	2663763553	Single Cell Analysis (unscreened)	85817	Ga0116865	Gp0139197	Gs0019084	Environmental	Aquatic	Unclassified	Marine	Unclassified	3000.000000	374853	356	1
2648501609	Bacteria	Permanent Draft	Dark ocean microbial single cell genomics	Gammaproteobacteria bacterium AB-633-N16	Bigelow Laboratory Single Cell Genomics Center (SCGC)	2648501609	Single Cell Analysis (unscreened)	77673	Ga0104946	Gp0127910	Gs0011957	Environmental	Aquatic	Oceanic	Marine	Aphotic zone	2750.000000	395243	430	1
2739367680	Bacteria	Permanent Draft	Comprehensive metagenome and single cell genome sequencing from the open ocean community of North Pacfic Subtropical Gyre, Station ALOHA	Pelagibacter bacterium JGI 01_J20_4000m (contamination screened)	DOE Joint Genome Institute  (JGI)	2739367680	Single Cell Analysis (screened)	139052	Ga0191297	Gp0216011	Gs0128773	Environmental	Aquatic	Oceanic	Marine	Unclassified	4000.000000	731312	854	1
2708742476	Bacteria	Permanent Draft	Metabolic diversity of uncharacterised clades of marine subsurface Dehalococcoidia	Dehalococcoidia bacterium SCGC AG-205-B13 (contamination screened)	DOE Joint Genome Institute  (JGI)	2708742476	Single Cell Analysis (screened)	105328	Ga0157251	Gp0177648	Gs0121705	Environmental	Aquatic	Oceanic	Marine	Sediment	3280.000000	1442805	1389	1
2693429973	Bacteria	Permanent Draft	Single-cell microbial genomes from expanding oxygen minimum zones (OMZs) of the northeastern subarctic Pacific Ocean (NESAP)	Deltaproteobacteria bacterium SCGC AC-312_N23 - v2 (contamination screened)	DOE Joint Genome Institute  (JGI)	2693429973	Single Cell Analysis (screened)	94698	Ga0101376	Gp0124918	Gs0019084	Environmental	Aquatic	Unclassified	Marine	Unclassified	1000.000000	258028	280	1
2744054777	Bacteria	Permanent Draft	Genome sequencing Rhodococcus sp. - Zhejiang Wanli University	Rhodococcus sp. EPR-147	Zhejiang Wanli University	2744054777	Genome Analysis (Isolate)	143813	Ga0133075	Gp0150340	Gs0120976	Environmental	Aquatic	Unclassified	Marine	Unclassified	1500.000000	5322068	5514	1
2739367724	Bacteria	Permanent Draft	Comprehensive metagenome and single cell genome sequencing from the open ocean community of North Pacfic Subtropical Gyre, Station ALOHA	Rhodobacteraceae bacterium JGI 01_L11_4000m (contamination screened)	DOE Joint Genome Institute  (JGI)	2739367724	Single Cell Analysis (screened)	139347	Ga0191293	Gp0216051	Gs0128773	Environmental	Aquatic	Oceanic	Marine	Unclassified	4000.000000	1007708	1052	1
2663763560	Bacteria	Permanent Draft	Single-cell microbial genomes from expanding oxygen minimum zones (OMZs) of the northeastern subarctic Pacific Ocean (NESAP)	Deltaproteobacteria bacterium SCGC AC-337_M17v2 (unscreened)	DOE Joint Genome Institute  (JGI)	2663763560	Single Cell Analysis (unscreened)	85824	Ga0116878	Gp0139196	Gs0019084	Environmental	Aquatic	Unclassified	Marine	Unclassified	3000.000000	182699	223	1
2740892159	Bacteria	Permanent Draft	Genome sequencing of high-molecular-weight (HMW) dissolved organic matter (DOM) degraders	Oleibacter sp. HI0075	Massachusetts Institute of Technology	2740892159	Genome Analysis (Isolate)	142257	Ga0131049	Gp0148309	Gs0120429	Environmental	Aquatic	Unclassified	Marine	Unclassified	250.000000	5147765	5753	1
2636416138	Bacteria	Permanent Draft	Hydrogenivirga sp. 128-5-R1-1	Hydrogenivirga sp. 128-5-R1-1	J. Craig Venter Institute	2636416138	Genome Analysis (Isolate)	73042	Ga0097815	Gp0006217	Gs0016064	Environmental	Aquatic	Hydrothermal vents	Marine	Unclassified	2200.000000	3038240	3811	1
2739367937	Bacteria	Permanent Draft	Comprehensive metagenome and single cell genome sequencing from the open ocean community of North Pacfic Subtropical Gyre, Station ALOHA	Pelagibacter bacterium JGI 01_I21_4000m (contamination screened)	DOE Joint Genome Institute  (JGI)	2739367937	Single Cell Analysis (screened)	139962	Ga0191403	Gp0216004	Gs0128773	Environmental	Aquatic	Oceanic	Marine	Unclassified	4000.000000	427306	490	1
2893482262	Bacteria	Permanent Draft	Hydrothermal Fe-rich Mat Reference Genomes	Unclassified Marinimicrobia bacterium S6_FULL_No.1_2.3_96	University of Delaware	2893482262	Metagenome-Assembled Genome	240622	Ga0454288	Gp0295815	Gs0133538							1929546	1924	1
2513020039	Bacteria	Permanent Draft	single cell genomics of the PRT	Mucilaginibacter sp. PRT008 (unscreened)	J. Craig Venter Institute	2513020039	Single Cell Analysis (unscreened)	8177	Ga0010042	Gp0019593	Gs0032474	Environmental	Aquatic	Unclassified	Marine	Unclassified	8500.000000	3472204	3871	1
2517572011	Bacteria	Permanent Draft	Planctomyces maris DSM 8797	Gimesia maris PLM2	University of Oslo	2517572011	Genome Analysis (Isolate)	10703	Ga0011457	Gp0024522	Gs0019690	Environmental	Aquatic	Oceanic	Marine	Sediment	800.000000	7642810	6002	1
2651870158	Bacteria	Draft	Water column microbial communities from Red Sea, Saudi Arabia	Erythrobacter sp. REDSEA-S45_B7	King Abdulaziz City for Science and Technology (KACST)	2651870158	Metagenome-Assembled Genome	79870	Ga0113959	Gp0131588	Gs0116308							2913293	3139	1
2657245304	Bacteria	Permanent Draft	Single-cell microbial genomes from expanding oxygen minimum zones (OMZs) of the northeastern subarctic Pacific Ocean (NESAP)	Gammaproteobacteria bacterium SCGC AC-312_C17 - v2 (unscreened)	DOE Joint Genome Institute  (JGI)	2657245304	Single Cell Analysis (unscreened)	81670	Ga0101261	Gp0124928	Gs0019084	Environmental	Aquatic	Unclassified	Marine	Unclassified	1000.000000	727498	763	1
2974631265	Viruses	Permanent Draft	NCBI Virus RefSeqs	uncultured phage_Deep-GF0-KM16-C193	Institute of Hydrobiology, Biology Centre ASCR	2974631265	Single Cell Analysis (unscreened)	278967	Ga0460441	Gp0513524	Gs0149449	Environmental	Aquatic	Oceanic	Marine	Plankton	3010.000000	24480	33	1
2974631303	Viruses	Permanent Draft	NCBI Virus RefSeqs	uncultured phage_Deep1-GF2-KM23-C739	Institute of Hydrobiology, Biology Centre ASCR	2974631303	Single Cell Analysis (unscreened)	278968	Ga0460442	Gp0513525	Gs0149449	Environmental	Aquatic	Oceanic	Marine	Plankton	3010.000000	33961	47	1
3300001046	*Microbiome	Permanent Draft	Deep ocean microbial communities from the Global Malaspina Expedition	Marine microbial communities from the Deep Indian Ocean - MP1202	DOE Joint Genome Institute  (JGI)	3300001046	Metagenome Analysis	13216	Ga0000788	Gp0054730	Gs0053074	Environmental	Aquatic	Oceanic	Marine	Unclassified	4000.850000	38186339	92175	2
3300002586	*Microbiome	Permanent Draft	Diffuse hydrothermal flow volcanic vent microbial communities from Axial Seamount, northeast Pacific Ocean	Diffuse hydrothermal flow volcanic vent microbial communities from Axial Seamount, northeast Pacific ocean - Sample FS903_55_12L	The Marine Biological Laboratory	3300002586	Metatranscriptome Analysis	37182	Ga0041816	Gp0093363	Gs0111355	Environmental	Aquatic	Hydrothermal vents	Marine	Diffuse flow	1522.000000	1421880	3550	2
3300010927	*Microbiome	Permanent Draft	Diffuse hydrothermal flow volcanic vent microbial communities from Axial Seamount, northeast Pacific Ocean	Diffuse hydrothermal flow volcanic vent microbial communities from Axial Seamount, northeast Pacific ocean - Sample FS917_55_13C_TP1_7	Marine Biological Laboratory	3300010927	Metatranscriptome Analysis	97585	Ga0137765	Gp0156126	Gs0111355	Environmental	Aquatic	Hydrothermal vents	Marine	Diffuse flow	1516.000000	7388285	15131	2
3300002591	*Microbiome	Permanent Draft	Diffuse hydrothermal flow volcanic vent microbial communities from Axial Seamount, northeast Pacific Ocean	Diffuse hydrothermal flow volcanic vent microbial communities from Axial Seamount, northeast Pacific ocean - Sample FS903_55_13H	The Marine Biological Laboratory	3300002591	Metatranscriptome Analysis	37183	Ga0041817	Gp0093364	Gs0111355	Environmental	Aquatic	Hydrothermal vents	Marine	Diffuse flow	1522.000000	2394046	5673	2
3300001068	*Microbiome	Permanent Draft	Deep ocean microbial communities from the Global Malaspina Expedition	Marine microbial communities from the Deep Atlantic Ocean - MP0372	DOE Joint Genome Institute  (JGI)	3300001068	Metagenome Analysis	13218	Ga0000808	Gp0054765	Gs0053074	Environmental	Aquatic	Oceanic	Marine	Unclassified	4003.170000	51148844	122914	2
3300010421	*Microbiome	Permanent Draft	Diffuse hydrothermal flow volcanic vent microbial communities from Axial Seamount, northeast Pacific Ocean	Diffuse hydrothermal flow volcanic vent microbial communities from Axial Seamount, northeast Pacific ocean - Sample LVWS5_30_TP1_12L	Marine Biological Laboratory	3300010421	Metatranscriptome Analysis	97127	Ga0137502	Gp0156012	Gs0111355	Environmental	Aquatic	Hydrothermal vents	Marine	Diffuse flow	1542.000000	1482593	3659	2
3300018528	*Microbiome	Permanent Draft	Marine viral and eukaryotic protist communities collected from different water depths during Tara Oceans survey	Metatranscriptome of marine eukaryotic protist communities collected during Tara Oceans survey from station TARA_135 - TARA_N000002171 (ERX1782117-ERR1711864)	Canada's Michael Smith Genome Sciences Centre	3300018528	Metatranscriptome Analysis	134631	Ga0193059	Gp0216934	Gs0117946	Environmental	Aquatic	Unclassified	Marine	Unclassified	650.000000	26667748	59206	2
3300000971	*Microbiome	Permanent Draft	Deep ocean microbial communities from the Global Malaspina Expedition	Marine microbial communities from the Deep Pacific Ocean - MP2052	DOE Joint Genome Institute  (JGI)	3300000971	Metagenome Analysis	13090	Ga0000767	Gp0054313	Gs0053074	Environmental	Aquatic	Oceanic	Marine	Unclassified	4002.400000	22232639	53359	2
3300001060	*Microbiome	Permanent Draft	Deep ocean microbial communities from the Global Malaspina Expedition	Marine microbial communities from the Deep Atlantic Ocean - MP0103	DOE Joint Genome Institute  (JGI)	3300001060	Metagenome Analysis	13217	Ga0000819	Gp0053827	Gs0053074	Environmental	Aquatic	Oceanic	Marine	Unclassified	4005.120000	44742882	104780	2
3300001016	*Microbiome	Permanent Draft	Deep ocean microbial communities from the Global Malaspina Expedition	Marine microbial communities from the Deep Pacific Ocean - MP1482	DOE Joint Genome Institute  (JGI)	3300001016	Metagenome Analysis	13104	Ga0000781	Gp0054767	Gs0053074	Environmental	Aquatic	Oceanic	Marine	Unclassified	3501.100000	19691981	40800	2
3300003866	*Microbiome	Permanent Draft	Diffuse hydrothermal flow volcanic vent microbial communities from Axial Seamount, northeast Pacific Ocean	Diffuse hydrothermal flow volcanic vent microbial communities from Axial Seamount, northeast Pacific ocean - Sample FS904_30_12H	Marine Biological Laboratory	3300003866	Metatranscriptome Analysis	54248	Ga0062496	Gp0109399	Gs0111355	Environmental	Aquatic	Hydrothermal vents	Marine	Diffuse flow	1516.000000	6664332	19461	2
3300022234	*Microbiome	Permanent Draft	Characterization of microbial community from Mariana Back Arc	Hydrothermal fluids microbial communities from Mariana Back-Arc Basin vent fields, Pacific Ocean - Hafa_FS927_RNA_SIP_18hr_80 150_kmer	Marine Biological Laboratory	3300022234	Metatranscriptome Analysis	168142	Ga0236248	Gp0220922	Gs0129105	Environmental	Aquatic	Hydrothermal vents	Marine	Diffuse flow	3278.000000	1860790	2531	2
3300000218	*Microbiome	Permanent Draft	Marine microbial communities from expanding oxygen minimum zones in the northeastern subarctic Pacific Ocean	Marine microbial communities from expanding oxygen minimum zones in Line P, North Pacific Ocean - June 2009 P20 2000m	DOE Joint Genome Institute  (JGI)	3300000218	Metagenome Analysis	8212	Ga0026169	Gp0053674	Gs0046785	Environmental	Aquatic	Oceanic	Marine	Aphotic zone	2000.000000	42025244	102315	2
3300006089	*Microbiome	Permanent Draft	Diffuse hydrothermal flow volcanic vent microbial communities from Axial Seamount, northeast Pacific Ocean	Diffuse hydrothermal flow volcanic vent microbial communities from Axial Seamount, northeast Pacific ocean - Sample FS908_Marker33_RNA	Marine Biological Laboratory	3300006089	Metatranscriptome Analysis	71140	Ga0082012	Gp0121535	Gs0111355	Environmental	Aquatic	Hydrothermal vents	Marine	Diffuse flow	1514.000000	1579668	5867	2
3300010435	*Microbiome	Permanent Draft	Diffuse hydrothermal flow volcanic vent microbial communities from Axial Seamount, northeast Pacific Ocean	Diffuse hydrothermal flow volcanic vent microbial communities from Axial Seamount, northeast Pacific ocean - Sample LVWS5_55_TP2_12L	Marine Biological Laboratory	3300010435	Metatranscriptome Analysis	97145	Ga0137517	Gp0156027	Gs0111355	Environmental	Aquatic	Hydrothermal vents	Marine	Diffuse flow	1542.000000	605722	1646	2
3300025187	*Microbiome	Permanent Draft	Deep ocean microbial communities from the Global Malaspina Expedition	Marine microbial communities from the Deep Atlantic Ocean - MP2968 (SPAdes)	DOE Joint Genome Institute  (JGI)	3300025187	Metagenome Analysis	184166	Ga0208466	Gp0053863	Gs0053074	Environmental	Aquatic	Oceanic	Marine	Unclassified	4002.600000	48537498	106297	2
3300035240	*Microbiome	Permanent Draft	Marine microbial communities from the Southern Atlantic ocean transect to study dissolved organic matter and carbon cycling	Seawater microbial communities from the Northeast subarctic Pacific Ocean - P26_June_2012_2000m	DOE Joint Genome Institute  (JGI)	3300035240	Metagenome Analysis	212853	Ga0372839	Gp0397402	Gs0114292	Environmental	Aquatic	Oceanic	Marine	Unclassified	2000.000000	427357203	1004455	2
3300025220	*Microbiome	Permanent Draft	Deep ocean microbial communities from the Global Malaspina Expedition	Marine microbial communities from the Deep Pacific Ocean - MP2159 (SPAdes)	DOE Joint Genome Institute  (JGI)	3300025220	Metagenome Analysis	184174	Ga0208055	Gp0053876	Gs0053074	Environmental	Aquatic	Oceanic	Marine	Unclassified	3103.110000	85082372	171616	2
3300007726	*Microbiome	Permanent Draft	Diffuse hydrothermal flow volcanic vent microbial communities from Axial Seamount, northeast Pacific Ocean	Diffuse hydrothermal flow volcanic vent microbial communities from Axial Seamount, northeast Pacific ocean - Sample FS917_Marker33_RNA CLC_assembly	Marine Biological Laboratory	3300007726	Metatranscriptome Analysis	78404	Ga0105705	Gp0128113	Gs0111355	Environmental	Aquatic	Hydrothermal vents	Marine	Diffuse flow	1518.000000	1113561	2427	2
3300010912	*Microbiome	Permanent Draft	Diffuse hydrothermal flow volcanic vent microbial communities from Axial Seamount, northeast Pacific Ocean	Diffuse hydrothermal flow volcanic vent microbial communities from Axial Seamount, northeast Pacific ocean - Sample LVWS6_30_TP1_13L	Marine Biological Laboratory	3300010912	Metatranscriptome Analysis	97151	Ga0137523	Gp0156033	Gs0111355	Environmental	Aquatic	Hydrothermal vents	Marine	Diffuse flow	1516.000000	1510079	4197	2
3300010910	*Microbiome	Permanent Draft	Diffuse hydrothermal flow volcanic vent microbial communities from Axial Seamount, northeast Pacific Ocean	Diffuse hydrothermal flow volcanic vent microbial communities from Axial Seamount, northeast Pacific ocean - Sample LVWS6_30_TP1_13H	Marine Biological Laboratory	3300010910	Metatranscriptome Analysis	97150	Ga0137522	Gp0156032	Gs0111355	Environmental	Aquatic	Hydrothermal vents	Marine	Diffuse flow	1516.000000	1700624	3663	2
3300002956	*Microbiome	Permanent Draft	Marine microbial communities from the Southern Atlantic Ocean affecting the dissolved organic carbon pool	Marine microbial communities from the Southern Atlantic Ocean, analyzing organic carbon cycling - 250m_A/KNORR_S2/LV	DOE Joint Genome Institute  (JGI)	3300002956	Metagenome Analysis	44795	Ga0008059	Gp0088371	Gs0110176	Environmental	Aquatic	Oceanic	Marine	Unclassified	220.000000	149469971	366205	2
3300031984	*Microbiome	Permanent Draft	Microbial communities from the deep biosphere	Subseafloor sediment microbial communities from the Andaman Sea, Indian Ocean - Site17A_554mbsf re-assembly	The Marine Biological Laboratory	3300031984	Metagenome Analysis	203558	Ga0326316	Gp0346734	Gs0135966	Environmental	Aquatic	Sediment	Marine	Unclassified	554.000000	67790004	183474	2
3300025176	*Microbiome	Permanent Draft	Deep ocean microbial communities from the Global Malaspina Expedition	Marine microbial communities from the Deep Atlantic Ocean - MP0626 (SPAdes)	DOE Joint Genome Institute  (JGI)	3300025176	Metagenome Analysis	184207	Ga0208703	Gp0054681	Gs0053074	Environmental	Aquatic	Oceanic	Marine	Unclassified	3850.450000	42906141	88675	2
3300001574	*Microbiome	Permanent Draft	Deep ocean microbial communities from the Global Malaspina Expedition	Marine microbial communities from the Deep Atlantic Ocean - MP0262	DOE Joint Genome Institute  (JGI)	3300001574	Metagenome Analysis	15757	Ga0000812	Gp0054753	Gs0053074	Environmental	Aquatic	Oceanic	Marine	Unclassified	4002.040000	19054207	48567	2
3300006157	*Microbiome	Finished	Marine microbial communities from the Red Sea brine-pools	Marine microbial communities from the Red Sea brine-pool Kebit Deep Lower-Interfase	King Abdulaziz City for Science and Technology (KACST)	3300006157	Metagenome Analysis	71374	Ga0082045	Gp0121574	Gs0116808	Environmental	Aquatic	Unclassified	Marine	Unclassified	1469.000000	1490213	3828	2
3300001584	*Microbiome	Permanent Draft	Deep ocean microbial communities from the Global Malaspina Expedition	Marine microbial communities from the Deep Pacific Ocean - MP2097	DOE Joint Genome Institute  (JGI)	3300001584	Metagenome Analysis	15755	Ga0000765	Gp0054393	Gs0053074	Environmental	Aquatic	Oceanic	Marine	Unclassified	294.000000	31712517	80685	2
3300001058	*Microbiome	Permanent Draft	Deep ocean microbial communities from the Global Malaspina Expedition	Marine microbial communities from the Deep Indian Ocean - MP0901	DOE Joint Genome Institute  (JGI)	3300001058	Metagenome Analysis	13220	Ga0000796	Gp0054761	Gs0053074	Environmental	Aquatic	Oceanic	Marine	Unclassified	4002.120000	41948386	101664	2
3300013781	*Microbiome	Permanent Draft	Microbial community analysis of hydrothermal vent diffuse flow samples from Mid-Cayman Rise, Pacific Ocean	Microbial community analysis of hydrothermal vent diffuse flow samples from Mid-Cayman Rise, Pacific Ocean - FS851 IDBA reassembly	Marine Biological Laboratory	3300013781	Metagenome Analysis	117384	Ga0180405	Gp0118613	Gs0114926	Environmental	Aquatic	Hydrothermal vents	Marine	Diffuse flow	4988.000000	8989129	11563	2
3300011092	*Microbiome	Permanent Draft	Diffuse hydrothermal flow volcanic vent microbial communities from Axial Seamount, northeast Pacific Ocean	Diffuse hydrothermal flow volcanic vent microbial communities from Axial Seamount, northeast Pacific ocean - Sample FS903_55_13H reanalysis	The Marine Biological Laboratory	3300011092	Metatranscriptome Analysis	99861	Ga0151396	Gp0093364	Gs0111355	Environmental	Aquatic	Hydrothermal vents	Marine	Diffuse flow	1522.000000	2394218	5868	2
3300000322	*Microbiome	Permanent Draft	Marine microbial communities from expanding oxygen minimum zones in the northeastern subarctic Pacific Ocean	Marine microbial communities from expanding oxygen minimum zones in Line P, North Pacific Ocean - August 2008 P12 1000m	DOE Joint Genome Institute  (JGI)	3300000322	Metagenome Analysis	9509	Ga0026522	Gp0053608	Gs0046785	Environmental	Aquatic	Oceanic	Marine	Aphotic zone	1000.000000	93120578	234472	2
3300005379	*Microbiome	Permanent Draft	Marine microbial communities from Deepwater Horizon subsurface plume in Gulf of Mexico	Marine microbial communities from Deepwater Horizon subsurface plume in Gulf of Mexico, 16-4 Below Plume	DOE Joint Genome Institute  (JGI)	3300005379	Metagenome Analysis	65428	Ga0074271	Gp0052343	Gs0047147	Environmental	Aquatic	Hydrothermal vents	Marine	Black smokers	1250.000000	52440998	112790	2
3300010427	*Microbiome	Permanent Draft	Diffuse hydrothermal flow volcanic vent microbial communities from Axial Seamount, northeast Pacific Ocean	Diffuse hydrothermal flow volcanic vent microbial communities from Axial Seamount, northeast Pacific ocean - Sample FS908_80_TP1_13H	Marine Biological Laboratory	3300010427	Metatranscriptome Analysis	97124	Ga0137499	Gp0156009	Gs0111355	Environmental	Aquatic	Hydrothermal vents	Marine	Diffuse flow	1516.000000	4097842	8907	2
3300001115	*Microbiome	Permanent Draft	Deep ocean microbial communities from the Global Malaspina Expedition	Marine microbial communities from the Deep Pacific Ocean - MP1787	DOE Joint Genome Institute  (JGI)	3300001115	Metagenome Analysis	13074	Ga0000773	Gp0054477	Gs0053074	Environmental	Aquatic	Oceanic	Marine	Unclassified	3818.060000	34401031	81470	2
3300001123	*Microbiome	Permanent Draft	Deep ocean microbial communities from the Global Malaspina Expedition	Marine microbial communities from the Deep Atlantic Ocean - MP2969	DOE Joint Genome Institute  (JGI)	3300001123	Metagenome Analysis	13268	Ga0000752	Gp0054569	Gs0053074	Environmental	Aquatic	Oceanic	Marine	Unclassified	4002.600000	51412913	125725	2
3300000967	*Microbiome	Permanent Draft	Deep ocean microbial communities from the Global Malaspina Expedition	Marine microbial communities from the Deep Atlantic Ocean - MP0144	DOE Joint Genome Institute  (JGI)	3300000967	Metagenome Analysis	13081	Ga0000817	Gp0054474	Gs0053074	Environmental	Aquatic	Oceanic	Marine	Unclassified	4005.010000	10970046	22548	2
3300020286	*Microbiome	Permanent Draft	Marine viral and eukaryotic protist communities collected from different water depths during Tara Oceans survey	Marine microbial communities from Tara Oceans - TARA_B100000470 (ERX556011-ERR599131)	CEA Genoscope	3300020286	Metagenome Analysis	149430	Ga0211624	Gp0117231	Gs0117946	Environmental	Aquatic	Unclassified	Marine	Unclassified	700.000000	132344070	333350	2
3300010894	*Microbiome	Permanent Draft	Diffuse hydrothermal flow volcanic vent microbial communities from Axial Seamount, northeast Pacific Ocean	Diffuse hydrothermal flow volcanic vent microbial communities from Axial Seamount, northeast Pacific ocean - Sample LVWS5_55_TP2_12H	Marine Biological Laboratory	3300010894	Metatranscriptome Analysis	97144	Ga0137516	Gp0156026	Gs0111355	Environmental	Aquatic	Hydrothermal vents	Marine	Diffuse flow	1542.000000	602333	1731	2
2728369307	Archaea	Permanent Draft	Deep subsurface and oceanic microbial communities from Witwatersrand Basin, South Africa, and the Canadian and Fennoscandian shields and at the Lost City Hydrothermal Field	Archaeoglobus sp. JdFR-39	DOE Joint Genome Institute  (JGI)	2728369307	Metagenome-Assembled Genome	124170	Ga0180907	Gp0057564	Gs0090290							2279225	2736	2
2513237066	Archaea	Permanent Draft	Marine Group I crenarchaeote sp. SCGC	Marine Group I crenarchaeote sp. SCGC AAA288-I14 (unscreened)	Bigelow Laboratory Single Cell Genomics Center (SCGC)	2513237066	Single Cell Analysis (unscreened)	8221	Ga0010170	Gp0011805	Gs0017489	Environmental	Aquatic	Unclassified	Marine	Unclassified	770.000000	1059903	1567	2
2660238813	Archaea	Permanent Draft	Single-cell microbial genomes from expanding oxygen minimum zones (OMZs) of the northeastern subarctic Pacific Ocean (NESAP)	Euryarchaeota archaeon SCGC AC-312_N17 - v2 (unscreened)	DOE Joint Genome Institute  (JGI)	2660238813	Single Cell Analysis (unscreened)	83676	Ga0101295	Gp0124897	Gs0019084	Environmental	Aquatic	Unclassified	Marine	Unclassified	1000.000000	394220	402	2
2728369333	Archaea	Permanent Draft	Deep subsurface and oceanic microbial communities from Witwatersrand Basin, South Africa, and the Canadian and Fennoscandian shields and at the Lost City Hydrothermal Field	Archaeoglobus sp. JdFR-31	DOE Joint Genome Institute  (JGI)	2728369333	Metagenome-Assembled Genome	124196	Ga0180935	Gp0057564	Gs0090290							2351345	2715	2
